title,latitude,longitude,magnitude,date
022 km N 45°W of Dilasag (Aurora),16.53,122.07,4.4,03 Mar 2016 - 08:21 PM
024 km N 78°W of Infanta (Pangasinan),15.87,119.69,2.1,03 Mar 2016 - 02:22 PM
060 km S 77°W of Santa Catalina (Ilocos Sur),17.46,119.81,3.1,03 Mar 2016 - 04:34 AM
020 km S 06°E of General Luna (Surigao Del Norte),9.61,126.17,2.6,03 Mar 2016 - 02:01 AM
013 km S 22°E of Manay (Davao Oriental),7.1,126.58,2.9,03 Mar 2016 - 01:47 AM
010 km N 19°W of Zamboanguita (Negros Oriental),9.19,123.17,2.8,03 Mar 2016 - 12:34 AM
021 km N 61°E of Malibcong (Abra),17.66,121.17,3.4,02 Mar 2016 - 11:45 PM
027 km S 45°E of Anini-y (Antique),10.26,122.1,2.6,02 Mar 2016 - 06:09 PM
021 km N 84°W of  San Felipe (Zambales),15.08,119.88,2.5,02 Mar 2016 - 05:59 PM
098 km N 39°W of  Gutalac (Zamboanga Del Norte),8.61,121.67,3.4,02 Mar 2016 - 04:24 PM
024 km N 06°W of  Mambajao (Camiguin),9.45,124.68,3.5,02 Mar 2016 - 10:38 AM
042 km  N 13°W of Burgos (Surigao Del Norte),10.39,125.98,3.8,02 Mar 2016 - 08:03 AM
008 km S 30°W of Anda (Bohol),9.68,124.54,2.6,02 Mar 2016 - 07:00 AM
013 km S 40°E of Pangantucan (Bukidnon),7.75,124.88,2.7,02 Mar 2016 - 04:21 AM
029 km S 33°W of Subic (Zambales),14.66,120.09,2.9,02 Mar 2016 - 02:00 AM
040 km N 32°E of Malaybalay (Bukidnon),8.46,125.27,2.2,02 Mar 2016 - 12:15 AM
010 km S 06° of Dapa (Surigao Del Norte),9.67,126.06,2.8,02 Mar 2016 - 12:01 AM
027 km S 47°W of Calayan (Cagayan),19.12,121.28,3.1,01 Mar 2016 - 11:45 PM
027 km S 38° W of Subic (Zambales),14.68,120.08,2.8,01 Mar 2016 - 10:52 PM
018 km S 80°E of Jabonga (Agusan Del Norte),9.31,125.68,1.9,01 Mar 2016 - 05:43 PM
008 km S 13°W of Carmen (Cebu),10.51,124,3.8,01 Mar 2016 - 02:52 PM
011 km N 80° W of Canlaon City (Negros Oriental),10.4,123.12,2.9,01 Mar 2016 - 06:23 AM
035 km N 66° W of Upi (Maguindanao),7.15,123.87,3,01 Mar 2016 - 01:04 AM
022 km S 87°E of Manay (Davao Oriental),7.2,126.74,3.9,29 Feb 2016 - 08:42 PM
184 km S 46°W of Palimbang (Sultan Kudarat),4.86,122.92,4,29 Feb 2016 - 08:29 PM
014 km N 63°W of Cauayan (Negros Occidental),10.03,122.51,2.4,29 Feb 2016 - 05:20 PM
042 km S 13°E of Calayan (Cagayan),18.92,121.55,2.8,29 Feb 2016 - 01:13 PM
039 km S 69°E of Guiuan (Eastern Samar),10.78,125.96,3.5,29 Feb 2016 - 01:12 PM
013 km S 56°W of Tingloy (Bataan),13.6,120.77,2.4,29 Feb 2016 - 11:22 AM
025 km N 59°W of Morong (Bataan),14.57,120.07,2,29 Feb 2016 - 09:54 AM
016 km S 80°E of Anda (Bohol),9.72,124.72,4.1,29 Feb 2016 - 05:01 AM
011 km S 65 °W of Bontoc (Mountain Province),17.06,120.88,2.8,29 Feb 2016 - 03:59 AM
004 km N 06°E of Bangued (Abra),17.63,120.61,2.3,29 Feb 2016 - 03:52 AM
034 km N 67°W of Currimao (Ilocos Norte),18.14,120.18,3,28 Feb 2016 - 10:12 PM
031 km S 27°W of Sarangani (Davao Occidental),5.18,125.34,5.6,28 Feb 2016 - 05:06 PM
002 km S 13°W of San Felipe (Zambales),15.04,120.07,2.4,28 Feb 2016 - 04:12 PM
006 km N 51°E of Ormoc City (Leyte),11.04,124.65,2.4,28 Feb 2016 - 04:12 PM
010 km S 63°E of Daguioman (Abra),17.41,121.01,2.8,28 Feb 2016 - 03:59 PM
027 km S 62°W of Morong (Bataan),14.57,120.05,3.1,28 Feb 2016 - 01:47 AM
003 km N 85°E of Surallah (South Cotobato),6.36,124.77,3.4,27 Feb 2016 - 10:43 PM
025 km N 29°W of Abra de Ilog (Occidental Mindoro),13.65,120.62,2.3,27 Feb 2016 - 09:03 PM
004 km S 73°W of Davao City (Davao Del Sur),7.05,125.57,2.1,27 Feb 2016 - 03:45 PM
231 km S 20°W of Sarangani (Davao Occidental),3.47,124.76,4.5,27 Feb 2016 - 11:31 AM
014 km S 81°E of Manay (Davao Oriental),7.19,126.66,4.7,27 Feb 2016 - 03:51 AM
093 km N 78°E of San Isidro (Surigao Del Norte),9.95,126.17,2.3,27 Feb 2016 - 01:58 AM
023 km S 27°W of San Andres (Quezon),13.13,122.59,2.5,26 Feb 2016 - 10:37 PM
032 km S 36° E of Anini-y (Antique),10.19,122.1,3.8,25 Feb 2016 - 01:10 PM
031 km S 40° E of Anini-y (Antique),10.22,122.11,3.2,25 Feb 2016 - 01:02 PM
004 km N 05° E of Uson (Masbate),12.26,123.79,3,25 Feb 2016 - 04:35 AM
006 km N 35° E of Uson (Masbate),12.27,123.82,3.4,25 Feb 2016 - 04:22 AM
018 km S 72° W of Morong (Bataan),14.64,120.11,3.4,25 Feb 2016 - 04:08 AM
005 km S 17° W of Bani (Pangasinan),16.14,119.85,3.9,25 Feb 2016 - 01:13 AM
008 km S 10° W of Tingloy (Batangas),13.59,120.86,2.5,24 Feb 2016 - 08:33 PM
092 km S 466° E of Governor Generoso (Davao Oriental),6.03,126.72,3.1,24 Feb 2016 - 03:16 PM
038 km N 78° W of Patnongon (Antique),10.99,121.66,3.1,24 Feb 2016 - 01:40 PM
003 km S 50° W of Bongabon (Nueva Ecija),15.62,121.13,2.8,24 Feb 2016 - 08:46 AM
006 km N 79° W of Bangued (Abra),17.6,120.55,2.3,24 Feb 2016 - 02:56 AM
003 km S 79° W of Guihulngan (Negors Oriental),10.11,123.25,2.9,24 Feb 2016 - 01:30 AM
087 km S 87° W of Santa Catalina (Ilocos Sur),17.54,119.53,2.6,23 Feb 2016 - 06:37 AM
019 km N 70° E of Tandag (Surigao Del Sur),9.14,126.36,2.3,23 Feb 2016 - 06:12 AM
103 km N 39° E of Daet (Camarines Norte),14.84,123.56,3.1,23 Feb 2016 - 12:04 AM
021 km N 73° W of Calatagan (Batangas),13.89,120.45,4.4,22 Feb 2016 - 09:38 PM
001 km S 73° W of Agno (Pangasinan),16.11,119.78,3.4,22 Feb 2016 - 01:09 PM
008 km S 34° E of Tingloy (Batangas),13.6,120.91,2.4,22 Feb 2016 - 12:42 PM
037 km S 38° W of Calayan (Cagayan),19.02,121.24,2.8,22 Feb 2016 - 10:30 AM
008 km N 24° W of Batac (Ilocos Norte),18.12,120.53,3.2,22 Feb 2016 - 08:49 AM
021 km S 89° E of Botolan (Zambales),15.29,120.22,2.9,22 Feb 2016 - 04:58 AM
077 km N 50° E of Paracale (Camarines Norte),14.73,123.33,3.2,22 Feb 2016 - 12:24 AM
020 km N 08° E of Burdeos (Quezon),15.03,121.99,2.8,21 Feb 2016 - 11:11 PM
035 km N 43° W of Lubang (Occidental Mindoro),14.08,119.9,2.4,21 Feb 2016 - 09:51 PM
091 km S 74° E of Dolores (Eastern Samar),11.81,126.29,2.8,21 Feb 2016 - 03:35 PM
039 km S 61° E of Tarragona (Davao Oriental),6.87,126.76,3.6,21 Feb 2016 - 10:29 AM
121 km N 68° E of Guiuan (Eastern Samar),11.45,126.75,4.1,21 Feb 2016 - 09:25 AM
010 km S 62° E of Tingloy (Batangas),13.62,120.95,2.1,21 Feb 2016 - 08:56 AM
013 km S 20° W of Batangas City (Batangas),13.65,121.02,1.7,21 Feb 2016 - 08:42 AM
033 km S 46° W of Calayan (Cagayan),19.07,121.24,3.3,21 Feb 2016 - 07:49 AM
074 km S 52° E of Governor Generoso (Davao Oriental),6.23,126.6,2.6,21 Feb 2016 - 04:01 AM
026 km N 60° E of Paluan (Occidental Mindoro),13.53,120.67,3.1,21 Feb 2016 - 12:10 AM
031 km S 63° W of Morong (Bataan),14.56,120.01,3.2,20 Feb 2016 - 11:46 PM
009 km S 32° W of Capul (Northern Samar),12.36,124.14,3.2,20 Feb 2016 - 10:48 PM
110 km N 54° W of Labason (Zamboanga Del Norte),8.65,121.71,2.6,20 Feb 2016 - 10:33 PM
001 km S 84° W of Santa Catalina (Negros Oriental),9.33,122.85,2.9,20 Feb 2016 - 08:54 PM
064 km S 25° E of Tarragona (Davao Oriental),6.52,126.69,3.1,20 Feb 2016 - 08:40 PM
015 km N 37° E of San Narciso (Quezon),13.68,122.65,2.6,20 Feb 2016 - 05:21 AM
003 km West of San Felipe (Zambales),15.06,120.04,2.5,20 Feb 2016 - 04:16 AM
003 km S 83° W of Mabini (Batangas),13.75,120.91,2.4,20 Feb 2016 - 03:46 AM
072 km N 50° E of San Policarpo (Eastern Samar),12.56,125.85,4.6,20 Feb 2016 - 01:20 AM
076 km S 67° W of Paluan (Occidental Mindoro),13.15,119.82,3,20 Feb 2016 - 12:17 AM
010 km S 88° W of Bangued (Abra),17.59,120.52,2.4,19 Feb 2016 - 11:16 PM
017 km S 83° W of Nasugbu (Batangas),14.06,120.5,2.3,19 Feb 2016 - 07:37 PM
056 km N 04° E of Laoang (Northern Samar),13.08,125.05,4.6,19 Feb 2016 - 04:50 AM
016 km N 08° W of Masbate (Masbate),12.49,123.57,4.8,19 Feb 2016 - 01:49 AM
079 km S 47° E of Tarragona (Davao Oriental),6.56,126.97,4.5,19 Feb 2016 - 12:38 AM
039 km N 10° E of Bolinao (Pangasinan),16.74,119.95,3.4,18 Feb 2016 - 09:54 PM
078 km S 62° E of Jose Abad Santos (Davao Occidental),5.56,126.24,3.9,18 Feb 2016 - 08:38 PM
033 km S 62° E of Prieto Diaz (Sorsogon),12.92,124.46,3.5,18 Feb 2016 - 06:53 PM
061 km N 34° W of Bolinao (Pangasinan),16.85,119.57,3,18 Feb 2016 - 05:23 PM
004 km S 61° E of Governor Generoso (Davao Oriental),6.63,126.11,3.6,18 Feb 2016 - 04:26 PM
043 km S 77° E of San Policarpo (Eastern Samar),12.09,125.89,3.9,18 Feb 2016 - 03:14 PM
021 km N 43° E of Burgos (Surigao Del Norte),10.16,126.2,3,18 Feb 2016 - 02:32 PM
056 km S 64° E of Manay (Davao Oriental),6.99,126.99,3.9,18 Feb 2016 - 02:18 PM
019 km N 34° E of Laoang (Northern Samar),12.71,125.11,3.7,18 Feb 2016 - 02:11 PM
011 km N 70° W of Aloguinsan (Cebu),10.26,123.46,2.2,18 Feb 2016 - 06:51 AM
065 km N 38° E of Maconacon (Isabela),17.85,122.62,3,18 Feb 2016 - 04:16 AM
027 km N 72° E of Busuanga (Palawan),12.25,120.15,2.9,18 Feb 2016 - 02:55 AM
010 km N 04° E of Governor Generoso (Davao Oriental),6.74,126.09,2.9,18 Feb 2016 - 02:38 AM
008 km N 25° W of Culasi (Antique),11.49,122.02,4.1,18 Feb 2016 - 02:08 AM
064 km S 67° E of Manay (Davao Oriental),6.98,127.07,4.8,17 Feb 2016 - 11:48 PM
315 km S 76° E of Sarangani (Davao Occidental),4.76,128.24,4.8,17 Feb 2016 - 03:32 PM
005 km N 61° W of San Quintin (Abra),17.57,120.46,2.7,17 Feb 2016 - 02:08 PM
043 km N 38° W of Pambujan (Northern Samar),12.88,124.68,3.9,17 Feb 2016 - 01:27 PM
059 km N 68° E of Calayan (Cagayan),19.48,121.99,3.7,17 Feb 2016 - 09:14 AM
008 km S 07° W of Palanas (Masbate),12.07,123.91,2.4,17 Feb 2016 - 07:24 AM
040 km N 11° W of Pambujan (Northern Samar),12.96,124.93,3.2,17 Feb 2016 - 04:23 AM
041 km N 04° W of Pambujan (Northern Samar),12.94,124.9,3.4,17 Feb 2016 - 04:20 AM
048 km S 55° W of Siaton (Negros Oriental),8.82,122.68,2.4,17 Feb 2016 - 03:17 AM
030 km S 20° E of Balangiga (Eastern Samar),10.85,125.48,2.5,17 Feb 2016 - 02:36 AM
009 km S 32° W of Burgos (Surigao Del Norte),9.95,126.03,3.1,16 Feb 2016 - 03:59 PM
001 km S 11° W of Botolan (Zambales),15.28,120.02,3.6,16 Feb 2016 - 06:15 AM
050 km N 86° E of Jose Abad Santos (Davao Occidental),5.92,126.06,3.6,16 Feb 2016 - 04:07 AM
058 km N 15° E of Palapag (Northern Samar),13.05,125.25,3.6,16 Feb 2016 - 01:09 AM
009 km N 75° E of Botolan (Zambales),15.31,120.11,3.1,16 Feb 2016 - 12:49 AM
010 km S 14° E of Malapatan (Sarangani),5.88,125.31,3.6,15 Feb 2016 - 11:14 PM
028 km S 62° W of Nasugbu (Batangas),13.96,120.4,3.1,15 Feb 2016 - 11:02 PM
017 km S 82° E of Iba (Zambales),15.31,120.13,3.1,15 Feb 2016 - 10:09 PM
061 km N 83° W of Lubang (Occidental Mindoro),13.92,119.56,2.8,15 Feb 2016 - 11:02 AM
069 km N 89° W of Burgos (Ilocos Norte),18.52,119.99,3.3,15 Feb 2016 - 07:05 AM
059 km N 70° E of Bislig City (Surigao Del Sur),8.39,126.82,3.1,15 Feb 2016 - 01:01 AM
050 km N 61° W of Jose Dalman (Panot) (Zamboanga Del Norte),8.68,122.63,3.8,14 Feb 2016 - 08:42 AM
009 km N 75°E of Silago (Southern Leyte),10.55,125.24,4.7,14 Feb 2016 - 04:14 AM
179 km S 58° E of Sarangani (Davao Occidental),5.25,126.54,4,14 Feb 2016 - 03:59 AM
002 km N 74° W of Masbate (Masbate),12.37,123.61,2,13 Feb 2016 - 11:07 PM
017 km N 12° W of Talacogon (Agusan Del Sur),8.6,125.75,4.1,13 Feb 2016 - 07:00 PM
039 km N 77° W of Currimao (Ilocos Norte),18.1,120.12,3.7,13 Feb 2016 - 06:38 PM
012 km S 71° W of Sipalay (Negros Occidental),9.73,122.3,2.3,13 Feb 2016 - 10:49 AM
028 km N 63° W of Lebak (Sultan Kudarat),6.76,123.84,4.6,13 Feb 2016 - 08:59 AM
012 km N 40° E of Castillejos (Zambales),15.01,120.27,2.1,13 Feb 2016 - 03:04 AM
062 km S 72° W of Sabtang (Batanes),20.17,121.31,3.7,13 Feb 2016 - 12:19 AM
028 km N 76° E of Botolan (Zambales),15.35,120.28,2.4,13 Feb 2016 - 12:13 AM
006 km S 25° W of Bangui (Ilocos Norte),18.49,120.75,2.2,12 Feb 2016 - 07:33 PM
037 km S 88° E of Anini-y (Antique),10.42,122.27,2.9,12 Feb 2016 - 04:26 PM
077 km N 87° E of Lingig (Surigao Del Sur),8.08,127.11,3.4,12 Feb 2016 - 08:28 AM
066 km N 89° E of Lingig (Surigao Del Sur),8.05,127.02,4.4,12 Feb 2016 - 05:20 AM
017 km S 51° W of Sual (Pangasinan),15.97,119.97,2.4,12 Feb 2016 - 01:46 AM
041 km S 59° W of San Juan (Siquijor),8.97,123.18,2.3,12 Feb 2016 - 12:17 AM
004 km N 36° E of Alegria (Surigao Del Norte),9.49,125.6,3.6,11 Feb 2016 - 11:15 PM
020 km N 54° W of Paluan (Occidental Mindoro),13.52,120.32,2.5,11 Feb 2016 - 09:15 PM
019 km S 76° E of Burgos (Surigao Del Norte),9.98,126.24,3,11 Feb 2016 - 08:08 PM
051 km N 62° E of Sorsogon (Sorsogon),13.18,124.42,3.9,11 Feb 2016 - 06:18 PM
010 km S 58° W of Loreto (Agusan del Sur),8.14,125.78,3.9,11 Feb 2016 - 01:25 PM
004 km S 73° W of Masinloc (Zambales),15.53,119.91,2.8,11 Feb 2016 - 09:32 AM
003 km N 58° E of San Benito (Surigao Del Norte),9.98,126.03,2.5,11 Feb 2016 - 03:45 AM
019 km S 05° E of General Luna (Surigao Del Norte),9.61,126.17,2.1,11 Feb 2016 - 01:48 AM
044 km S 55° E of General Luna (Surigao Del Norte),9.55,126.49,2.3,10 Feb 2016 - 10:32 PM
015 km N 60° E of General Luna (Quezon),13.75,122.29,3.2,10 Feb 2016 - 09:01 PM
008 km S 88° W of Paluan (Occidental Mindoro),13.41,120.39,2.9,10 Feb 2016 - 06:03 PM
065 km N 87° E of Lingig (Surigao Del Sur),8.07,127,3.6,10 Feb 2016 - 12:46 PM
003 km S 44° E of Infanta (Pangasinan),15.81,119.93,2.7,10 Feb 2016 - 09:35 AM
102 km N 89° E of Lingig (Surigao Del Sur),8.07,127.36,3.5,10 Feb 2016 - 08:39 AM
016 km S 71° E of Gonzaga (Cagayan),18.22,122.13,2.4,10 Feb 2016 - 07:23 AM
010 km N 32° W of Cagwait (Surigao del Sur),8.99,126.25,2.9,10 Feb 2016 - 05:43 AM
033 km N 77° W of Nasugbu (Batangas),14.15,120.32 ,2.9,10 Feb 2016 - 04:23 AM
089 km N 28° E of Mapanas (Northern Samar),13.18,125.64,3.9,10 Feb 2016 - 02:14 AM
005 km S 28° E of Calatagan (Batangas),13.79,120.65,2.8,10 Feb 2016 - 01:33 AM
091 km S 61° W of Palauig (Zambales),15.05,119.16,2.4,09 Feb 2016 - 11:42 PM
003 km S 62° W of Surigao City (Surigao Del Norte),9.78,125.47,2.9,09 Feb 2016 - 05:38 PM
066 km S 31° W of Mamburao (Occidental Mindoro),12.72,120.28,3.2,09 Feb 2016 - 03:45 PM
028 km N 07° E of Hinunangan (Southern Leyte),10.65,125.23,3,09 Feb 2016 - 03:14 PM
116 km S 84° E of Jose Abad Santos (Davao Occidental),5.78,126.66,4.7,08 Feb 2016 - 11:25 PM
037 km S 57° E of Anini-y (Antique),10.25,122.21,2.5,08 Feb 2016 - 09:56 PM
117 km S 76° E of Sarangani (Davao Occidental),5.19,126.5,3.5,08 Feb 2016 - 03:38 PM
017 km S 10° W of Calatagan (Batangas),13.68,120.61,3.1,08 Feb 2016 - 02:47 PM
014 km N 35° W of Jabonga (Agusan Del Norte),9.45,125.44,2.9,08 Feb 2016 - 02:40 PM
012 km N 10° W of Lubang (Occidental Mindoro),13.96,120.1,3.7,08 Feb 2016 - 10:54 AM
101 km S 54° W of Palauig (Zambales),14.9,119.15,3,08 Feb 2016 - 10:03 AM
006 km S 01° E of Pintuyan (Southern Leyte),9.89,125.25,3.8,08 Feb 2016 - 07:02 AM
022 km N 86° W of Malimono (Surigao Del Norte),9.63,125.2,3.4,08 Feb 2016 - 04:30 AM
035 km S 57° W of Siaton (Negros Oriental),8.9,122.77,3.1,07 Feb 2016 - 06:41 PM
016 km S 55° W of Lupon (Davao Oriental),6.82,125.89,3.3,07 Feb 2016 - 03:41 PM
012 km N 14° E of Abra de Ilog (Occidental Mindoro),13.55,120.76,3.1,07 Feb 2016 - 03:12 PM
019 km S 08° E of San Francisco (Aurora) (Quezon),13.17,122.54,3.4,07 Feb 2016 - 11:52 AM
003 km S 30° E of Lopez (Quezon),13.87,122.27,2.8,06 Feb 2016 - 11:02 PM
116 km S 77° W of Lubang (Occidental Mindoro),13.62,119.08,3.9,06 Feb 2016 - 07:54 PM
078 km S 61° E of Baler (Aurora),     15.42,122.19,    2.4,    06 Feb 2016 - 01:19 PM
008 km S 30° E of Buenavista (Quezon),     13.68,122.51,    2.8,    06 Feb 2016 - 01:01 AM
011 km N 75° W of Ayungon (Negros Oriental),     09.89,123.04,    3.1,    06 Feb 2016 - 12:26 AM
065 km N 15° E of Jomalig (Quezon),     15.28,122.53,    2.0,    05 Feb 2016 - 10:03 PM
074 km N 19° E of Jomalig (Quezon),     15.34,122.59,    2.6,    05 Feb 2016 - 08:43 PM
006 km S 64° W of Lopez (Quezon),     13.87,122.21,    2.1,    05 Feb 2016 - 06:54 PM
004 km N 61° E of Buenavista (Quezon),     13.76,122.5,    2.5,    05 Feb 2016 - 06:25 PM
026 km S 74° E of Looc (Occidental Mindoro),     13.66,120.48,    2.5,    05 Feb 2016 - 04:43 PM
005 km S 03° W of Buenavista (Quezon),     13.70,122.47,    2.2,    05 Feb 2016 - 04:31 PM
010 km S 71° W of Buenavista (Quezon),     13.71,122.38,    2.4,    05 Feb 2016 - 04:26 PM
002 km N 87° E of Lopez (Quezon),     13.90,122.3,    2.4,    05 Feb 2016 - 02:11 PM
011 km S 23° E of Lopez (Quezon),     13.80,122.3,    3.7,    05 Feb 2016 - 01:41 PM
014 km S 07° E of Lopez (Quezon),     13.77,122.27,    3.4,    05 Feb 2016 - 01:28 PM
009 km S 23° W of Lopez (Quezon),     13.81,122.22,    3.8,    05 Feb 2016 - 01:06 PM
011 km S 16° E of Lopez (Quezon),     13.79,122.29,    5.2,    05 Feb 2016 - 01:00 PM
005 km S 03° W of Buenavista (Quezon),     13.70,122.47,    2.2,    05 Feb 2016 - 12:31 PM
039 km S 82° E of Don Marcelino (Davao Occidental),     06.15,126.04,    3.4,    05 Feb 2016 - 08:38 AM
014 km S 76° W of Buenavista (Quezon),     13.71,122.35,    2.5,    05 Feb 2016 - 07:35 AM
011 km S 17° W of Lopez (Quezon),     13.80,122.23,    2.5,    05 Feb 2016 - 07:05 AM
014 km S 47° W of Buenavista (Quezon),     13.66,122.38,    5.0,    05 Feb 2016 - 06:41 AM
010 km S 17° E of Lopez (Quezon),     13.80,122.27,    3.5,    05 Feb 2016 - 05:52 AM
016 km S 85° E of Catanauan (Quezon),     13.58,122.48,    3.1,    05 Feb 2016 - 03:40 AM
018 km N 14° E of Catanauan (Quezon),     13.75,122.37,    3.6,    05 Feb 2016 - 03:28 AM
015 km N 60° E of General Luna (Quezon),     13.75,122.29,    3.1,    05 Feb 2016 - 02:43 AM
028 km S 87° E of Marihatag (Surigao del Sur),     08.79,126.56,    2.9,    05 Feb 2016 - 02:39 AM
132 km S 39° E of Governor Generoso (Davao Oriental),     05.72,126.83,    2.5,    04 Feb 2016 - 02:16 PM
027 km N 82° W of Calayan (Cagayan),     19.32,121.2,    4.5,    04 Feb 2016 - 05:01 AM
021 km N 79° W of Don Marcelino (Davao Occidental),     06.24,125.5,    4.7,    04 Feb 2016 - 12:05 AM
020 km N 43° E of Cortes (Surigao del Sur),     09.41,126.31,    2.6,    03 Feb 2016 - 11:57 PM
062 km N 60° E of Bayabas (Surigao del Sur),     09.25,126.77,    3.8,    03 Feb 2016 - 01:53 PM
059 km N 55° E of Bayabas (Surigao del Sur),     09.27,126.72,    3.0,    03 Feb 2016 - 11:16 AM
062 km N 86° E of Cortes (Surigao del Sur),     09.32,126.75,    3.1,    03 Feb 2016 - 04:35 AM
028 km N 17° E of Burgos (Surigao del Norte),     10.27,126.15,    3.4,    02 Feb 2016 - 11:59 PM
030 km N 12° E of Paluan (Occidental Mindoro),     13.68,120.53,    2.9,    02 Feb 2016 - 09:04 PM
034 km N 19° E of Paluan (Occidental Mindoro),     13.70,120.57,    3.3,    02 Feb 2016 - 09:03 PM
013 km N 02° W of Burgos (Surigao del Norte),     10.13,126.07,    2.8,    02 Feb 2016 - 08:27 PM
016 km S 71° E of Cagwait (Surigao del Sur),     08.87,126.44,    3.4,    02 Feb 2016 - 07:23 PM
102 km N 44° E of Burgos (Surigao del Sur),     10.68,126.72,    3.3,    02 Feb 2016 - 11:16 AM
100 km N 39° E of Burgos (Surigao del Norte),     10.72,126.65,    3.6,    02 Feb 2016 - 10:27 AM
020 km N 08° E of Burdeos (Quezon),     15.03,122,    2.9,    02 Feb 2016 - 07:22 AM
024 km S 72° W of Paluan (Occidental Mindoro),     13.35,120.26,    2.9,    02 Feb 2016 - 04:10 AM
076 km S 82° E of General Luna (Surigao Del Norte),     09.69,126.85,    2.4,    02 Feb 2016 - 03:06 AM
069 km S 23° E of Uyugan (Batanes),     19.78,122.2,    2.4,    02 Feb 2016 - 01:36 AM
132 km N 51° E of Burgos (Surigao del Norte),     10.77,127.02,    3.6,    02 Feb 2016 - 01:01 AM
022 km N 84° E of Barbaza (Antique),     11.22,122.24,    3.5,    02 Feb 2016 - 12:48 AM
004 km N 65° W of Sipalay (Negros Occidental),     09.78,122.37,    3.0,    01 Feb 2016 - 11:20 PM
018 km S 42° W of Lubang (Occidental Mindoro),     13.74,120.01,    2.0,    01 Feb 2016 - 10:20 PM
074 km N 66° E of Bayabas (Surigao del Sur),      09.24,126.9,    2.4,    01 Feb 2016 - 09:39 AM
008 km N 05° W of Pilar (Surigao del Norte),      09.94,126.09,    2.8,    01 Feb 2016 - 06:09 AM
007 km S 46° E of Panglao (Bohol),      09.54,123.8,    2.5,    01 Feb 2016 - 04:04 AM
004 km S 74° E of Masiu (Lanao del Sur),      07.82,124.35,    3.0,    01 Feb 2016 - 02:02 AM
033 km N 18° E of Baganga (Davao Oriental),      07.83,126.65,    3.0,    01 Feb 2016 - 01:41 AM
023 km S 57° E of Adams (Ilocos Norte),      18.35,121.1,    2.3,    01 Feb 2016 - 12:23 AM
017 km S 16° E of Looc (Occidental Mindoro),      13.58,120.29,    2.5,  31 Jan 2016 - 07:06 PM
112 km N 46° E of Burgos (Surigao del Norte),      10.72,126.8,    3.6,    31 Jan 2016 - 04:35 PM
133 km S 59° E of Governor Generoso (Davao Oriental),      06.01,127.11,    3.1,    31 Jan 2016 - 02:35 PM
048 km S 67° E of General Luna (Surigao del Norte),      09.61,126.56,    2.3,    31 Jan 2016 - 04:44 AM
010 km S 13° E of Calatagan (Batangas),      13.74,120.65,    3.3,    31 Jan 2016 - 02:04 AM
022 km N 43° W of Burgos (Surigao del Norte),      10.16,125.94,    3.1,    30 Jan 2016 - 08:37 PM
047 km S 42° W of Morong (Bataan),      14.37,     119.97,    2.8,    30 Jan 2016 - 04:29 AM
010 km S 76° E of Palompon (Leyte),      11.02,     124.47,    3.3,    30 Jan 2016 - 02:09 AM
060 km S 83° W of Pasuquin (Ilocos Norte),      18.28,     120.05,    3.8,    29 Jan 2016 - 09:51 PM
018 km N 41° W of Abra de Ilog (Occidental Mindoro),      13.57,     120.62,    2.2,    29 Jan 2016 - 08:08 PM
005 km S 69° W of Bayabas (Surigao del Sur),      08.95,     126.24,    2.5,    29 Jan 2016 - 05:03 PM
079 km N 07° E of Claveria (Cagayan),      19.31,     121.17,    5.0,    29 Jan 2016 - 10:29 AM
041 km S 72° E of Governor Generoso (Davao Oriental),      06.54,     126.43,    3.0,    29 Jan 2016 - 04:53 AM
017 km N 77° E of Cabadbaran (Agusan del Norte),      09.16,     125.70,    2.8,    29 Jan 2016 - 02:09 AM
018 km S 60° W of Nasugbu (Batangas),      14.00,     120.48,    2.5,    28 Jan 2016 - 10:48 AM
177 km S 25° W of Palimbang (Sultan Kudarat),      04.77,     123.53,    3.1,    28 Jan 2016 - 09:27 AM
048 km S 37° W of Morong (Bataan),      14.34,     120.00,    3.0,    27 Jan 2016 - 09:48 PM
021 km S 17° E of General Luna (Surigao Del Norte),      09.60,     126.21,    3.4,    27 Jan 2016 - 06:06 PM
017 km N 67° E of San Isidro (Surigao Del Norte),      10.00,     126.23,    2.5,    27 Jan 2016 - 04:44 PM
048 km S 63° E of General Luna (Surigao Del Norte),      09.59,     126.54,    2.9,    27 Jan 2016 - 03:48 PM
011 km N 33° W of Dagupan (Pangasinan),      16.13,     120.28,    1.9,    26 Jan 2016 - 11:31 PM
004 km N 01° E of Tingloy (Batangas),      13.70,     120.87,    1.7,    26 Jan 2016 - 11:02 PM
023 km N 87° W of Cotabato City,      07.21,     123.99,    3.2,    26 Jan 2016 - 10:36 PM
016 km N 42° E of Malita (Davao Occidental),      06.52,     125.71,    3.0,    26 Jan 2016 - 12:09 PM
016 km N 16° W of Burgos (Surigao Del Norte),      10.10,     125.93,    3.3,    26 Jan 2016 - 03:47 AM
006 km S 45° W of Calayan (Cagayan),      19.24,     121.42,    2.9,    25 Jan 2016 - 06:12 PM
397 km S 58° E of Sarangani (Davao Occidental),      03.52,     128.50,    5.0,    25 Jan 2016 - 05:17 PM
017 km S 57° W of Calatagan (Batangas),      13.75,     120.50,    3.4,    25 Jan 2016 - 10:59 AM
